Metodo,Dist,RT,Escenc,Mapa,ED,FO,G,E,U,T,TO
CPLEX,CLOUD,HARD,SI,100,20,9.63,4,97,0.0202,0.08,
CPLEX,CLOUD,HARD,SI,100,20,9.63,4,97,0.0202,0.08,
CPLEX,CLOUD,HARD,SI,100,20,11.64,6,101,0.0151,0.05,
CPLEX,CLOUD,HARD,SI,100,20,10.04,5,87,0.0176,0.05,
CPLEX,CLOUD,HARD,SI,100,20,10.04,5,87,0.0176,0.05,
CPLEX,CLOUD,HARD,NO,100,20,3.18,1,24,0.0251,1.42,
CPLEX,CLOUD,HARD,NO,100,20,3.18,1,24,0.0252,1.47,
CPLEX,CLOUD,HARD,NO,100,20,3.22,1,24,0.0263,1.44,
CPLEX,CLOUD,HARD,NO,100,20,3.22,1,24,0.0263,1.3,
CPLEX,CLOUD,HARD,NO,100,20,3.54,1,25,0.0332,1.14,
HEURISTICA,CLOUD,HARD,SI,100,20,11.02,4,109,0.0404,0.001,
HEURISTICA,CLOUD,HARD,SI,100,20,10.92,4,107,0.0404,0.001,
HEURISTICA,CLOUD,HARD,SI,100,20,12.44,6,113,0.0202,0.001,
HEURISTICA,CLOUD,HARD,SI,100,20,10.34,5,91,0.0202,0.001,
HEURISTICA,CLOUD,HARD,SI,100,20,10.54,5,95,0.0202,0.001,
HEURISTICA,CLOUD,HARD,NO,100,20,3.34,1,24,0.0294,0.003,
HEURISTICA,CLOUD,HARD,NO,100,20,3.35,1,27,0.0257,0.003,
HEURISTICA,CLOUD,HARD,NO,100,20,3.23,1,24,0.0263,0.003,
HEURISTICA,CLOUD,HARD,NO,100,20,3.44,1,21,0.0357,0.003,
HEURISTICA,CLOUD,HARD,NO,100,20,3.88,1,20,0.0482,0.003,
CPLEX,CLOUD,HARD,SI,100,50,15.34,11,178,0.0504,0.2,
CPLEX,CLOUD,HARD,SI,100,50,14.73,11,170,0.0214,0.29,
CPLEX,CLOUD,HARD,SI,100,50,13.69,10,161,0.0302,0.24,
CPLEX,CLOUD,HARD,SI,100,50,16.07,13,141,0.0163,0.28,
CPLEX,CLOUD,HARD,SI,100,50,12.49,8,207,0.0227,0.21,
CPLEX,CLOUD,HARD,NO,100,50,3.18,1,60,0.0626,6.47,
CPLEX,CLOUD,HARD,NO,100,50,2.97,1,58,0.052,10.85,
CPLEX,CLOUD,HARD,NO,100,50,3.22,1,60,0.0658,9.83,
CPLEX,CLOUD,HARD,NO,100,50,3.24,1,60,0.0664,13.35,
CPLEX,CLOUD,HARD,NO,100,50,3.18,1,62,0.0603,7.31,
HEURISTICA,CLOUD,HARD,SI,100,50,17.2,12,213,0.0605,0.004,
HEURISTICA,CLOUD,HARD,SI,100,50,18.05,13,225,0.0353,0.005,
HEURISTICA,CLOUD,HARD,SI,100,50,15.79,11,212,0.0352,0.005,
HEURISTICA,CLOUD,HARD,SI,100,50,18.44,13,225,0.0605,0.004,
HEURISTICA,CLOUD,HARD,SI,100,50,15.31,10,226,0.0504,0.004,
HEURISTICA,CLOUD,HARD,NO,100,50,3.44,1,50,0.0921,0.013,
HEURISTICA,CLOUD,HARD,NO,100,50,3.1,1,64,0.0526,0.013,
HEURISTICA,CLOUD,HARD,NO,100,50,3.43,1,58,0.0814,0.012,
HEURISTICA,CLOUD,HARD,NO,100,50,3.43,1,58,0.0814,0.012,
HEURISTICA,CLOUD,HARD,NO,100,50,3.38,1,50,0.0883,0.013,
CPLEX,CLOUD,HARD,SI,100,100,19.17,16,302,0.0201,0.65,
CPLEX,CLOUD,HARD,SI,100,100,17.94,14,363,0.0404,0.6,
CPLEX,CLOUD,HARD,SI,100,100,18.42,15,303,0.0504,0.55,
CPLEX,CLOUD,HARD,SI,100,100,19.75,16,350,0.0327,0.4,
CPLEX,CLOUD,HARD,SI,100,100,16.04,13,281,0.0302,0.81,
CPLEX,CLOUD,HARD,NO,100,100,3.13,1,119,0.1202,21.79,
CPLEX,CLOUD,HARD,NO,100,100,3.24,1,121,0.1321,55.64,
CPLEX,CLOUD,HARD,NO,100,100,3.15,1,119,0.1233,21.97,
CPLEX,CLOUD,HARD,NO,100,100,3.19,1,120,0.1265,20.5,
CPLEX,CLOUD,HARD,NO,100,100,3.18,1,120,0.1252,58.64,
HEURISTICA,CLOUD,HARD,SI,100,100,24.26,17,624,0.1313,0.007,
HEURISTICA,CLOUD,HARD,SI,100,100,22.12,16,526,0.1109,0.009,
HEURISTICA,CLOUD,HARD,SI,100,100,22.03,17,450,0.0682,0.009,
HEURISTICA,CLOUD,HARD,SI,100,100,23.18,18,467,0.0656,0.007,
HEURISTICA,CLOUD,HARD,SI,100,100,20.58,15,456,0.1311,0.013,
HEURISTICA,CLOUD,HARD,NO,100,100,3.3,1,116,0.1459,0.025,
HEURISTICA,CLOUD,HARD,NO,100,100,3.39,1,126,1447,0.025,
HEURISTICA,CLOUD,HARD,NO,100,100,3.4,1,106,0.1723,0.024,
HEURISTICA,CLOUD,HARD,NO,100,100,3.41,1,109,0.1691,0.024,
HEURISTICA,CLOUD,HARD,NO,100,100,3.33,1,126,0.1372,0.025,
CPLEX,CLOUD,HARD,SI,100,150,19.17,16,444,0.0377,0.98,
CPLEX,CLOUD,HARD,SI,100,150,24.26,21,493,0.0303,0.68,
CPLEX,CLOUD,HARD,SI,100,150,23.14,20,443,0.0328,0.81,
CPLEX,CLOUD,HARD,SI,100,150,20.04,17,426,0.0353,1.09,
CPLEX,CLOUD,HARD,SI,100,150,16.76,13,522,0.0504,0.96,
CPLEX,CLOUD,HARD,NO,100,150,3.22,1,181,0.1941,285.67,
CPLEX,CLOUD,HARD,NO,100,150,3.15,1,179,0.1835,204.75,
CPLEX,CLOUD,HARD,NO,100,150,3.23,1,181,0.195,270.6,
CPLEX,CLOUD,HARD,NO,100,150,3.24,1,181,0.1979,253.2,
CPLEX,CLOUD,HARD,NO,100,150,3.23,1,181,0.195,188.99,
HEURISTICA,CLOUD,HARD,SI,100,150,24.66,18,853,0.1818,0.014,
HEURISTICA,CLOUD,HARD,SI,100,150,26.55,21,746,0.1059,0.013,
HEURISTICA,CLOUD,HARD,SI,100,150,27.07,22,659,0.126,0.014,
HEURISTICA,CLOUD,HARD,SI,100,150,23.58,18,703,0.1665,0.015,
HEURISTICA,CLOUD,HARD,SI,100,150,19.98,14,787,0.1361,0.013,
HEURISTICA,CLOUD,HARD,NO,100,150,3.31,1,192,0.1973,0.041,
HEURISTICA,CLOUD,HARD,NO,100,150,3.38,1,159,0.2524,0.039,
HEURISTICA,CLOUD,HARD,NO,100,150,3.41,1,183,0.2268,0.04,
HEURISTICA,CLOUD,HARD,NO,100,150,3.41,1,181,0.2262,0.04,
HEURISTICA,CLOUD,HARD,NO,100,150,3.42,1,175,0.2406,0.04,
CPLEX,CLOUD,HARD,SI,100,200,20.8,18,524,0.0454,1.67,
CPLEX,CLOUD,HARD,SI,100,200,27.78,25,533,0.0302,1.39,
CPLEX,CLOUD,HARD,SI,100,200,27.63,25,494,0.0403,1.33,
CPLEX,CLOUD,HARD,SI,100,200,25.06,22,582,0.0378,1.44,
CPLEX,CLOUD,HARD,SI,100,200,25.95,23,554,0.0454,0.96,
CPLEX,CLOUD,HARD,NO,100,200,3.24,1,242,0.2649,617.28,
CPLEX,CLOUD,HARD,NO,100,200,3.31,1,244,0.2806,220.83,
CPLEX,CLOUD,HARD,NO,100,200,3.17,1,240,0.2499,332.29,
CPLEX,CLOUD,HARD,NO,100,200,3.2,1,241,0.2553,235.09,
CPLEX,CLOUD,HARD,NO,100,200,3.13,1,238,0.2424,345.34,
HEURISTICA,CLOUD,HARD,SI,100,200,26.54,21,928,0.232,0.023,
HEURISTICA,CLOUD,HARD,SI,100,200,30.31,25,937,0.1613,0.022,
HEURISTICA,CLOUD,HARD,SI,100,200,32.79,28,859,0.1259,0.024,
HEURISTICA,CLOUD,HARD,SI,100,200,31.98,24,1422,0.2222,0.012,
HEURISTICA,CLOUD,HARD,SI,100,200,28.47,23,973,0.1564,0.019,
HEURISTICA,CLOUD,HARD,NO,100,200,3.48,1,217,0.357,0.052,
HEURISTICA,CLOUD,HARD,NO,100,200,3.62,1,201,0.4154,0.048,
HEURISTICA,CLOUD,HARD,NO,100,200,3.41,1,219,0.3364,0.05,
HEURISTICA,CLOUD,HARD,NO,100,200,3.47,1,203,0.3728,0.051,
HEURISTICA,CLOUD,HARD,NO,100,200,3.33,1,236,0.2963,0.052,
CPLEX,CLOUD,HARD,SI,100,500,33.4,31,1146,0.0705,11.1,
CPLEX,CLOUD,HARD,SI,100,500,30.48,28,1184,0.0703,7.82,
CPLEX,CLOUD,HARD,SI,100,500,32.86,30,1375,0.0732,6.23,
CPLEX,CLOUD,HARD,SI,100,500,33.64,31,1275,0.0604,8.59,
CPLEX,CLOUD,HARD,SI,100,500,28.43,26,1170,0.0604,18.08,
HEURISTICA,CLOUD,HARD,SI,100,500,40.12,35,2242,0.4084,0.113,
HEURISTICA,CLOUD,HARD,SI,100,500,36.46,31,2229,0.6404,0.104,
HEURISTICA,CLOUD,HARD,SI,100,500,36.15,31,2304,0.3481,0.09,
HEURISTICA,CLOUD,HARD,SI,100,500,41.66,35,3064,0.3434,0.077,
HEURISTICA,CLOUD,HARD,SI,100,500,33.9,28,2335,0.7864,0.113,
HEURISTICA,CLOUD,HARD,NO,100,500,3.46,1,554,0.87,0.193,
HEURISTICA,CLOUD,HARD,NO,100,500,3.33,1,646,0.6704,0.194,
HEURISTICA,CLOUD,HARD,NO,100,500,3.39,1,618,0.7424,0.195,
HEURISTICA,CLOUD,HARD,NO,100,500,3.48,1,547,0.8865,0.191,
HEURISTICA,CLOUD,HARD,NO,100,500,3.28,1,654,0.6221,0.192,
CPLEX,UNIFORME,HARD,SI,100,20,14.93,8,123,0.0202,0.004,
CPLEX,UNIFORME,HARD,SI,100,20,16.33,8,143,0.0302,0.004,
CPLEX,UNIFORME,HARD,SI,100,20,16.33,8,143,0.0302,0.004,
CPLEX,UNIFORME,HARD,SI,100,20,14.69,7,138,0.0202,0.004,
CPLEX,UNIFORME,HARD,SI,100,20,14.69,7,138,0.0202,0.004,
CPLEX,UNIFORME,HARD,NO,100,20,3.2,1,24,0.0257,2.39,
CPLEX,UNIFORME,HARD,NO,100,20,3.2,1,24,0.0257,2.53,
CPLEX,UNIFORME,HARD,NO,100,20,3.18,1,24,0.025,1.96,
CPLEX,UNIFORME,HARD,NO,100,20,3.15,1,24,0.0244,2.35,
CPLEX,UNIFORME,HARD,NO,100,20,3.25,1,24,0.0269,1.77,
HEURISTICA,UNIFORME,HARD,SI,100,20,17.94,11,123,0.0201,0.001,
HEURISTICA,UNIFORME,HARD,SI,100,20,17.58,8,168,0.0302,0.0001,
HEURISTICA,UNIFORME,HARD,SI,100,20,17.78,8,172,0.0302,0.0001,
HEURISTICA,UNIFORME,HARD,SI,100,20,15.79,7,160,0.0202,0.0001,
HEURISTICA,UNIFORME,HARD,SI,100,20,16.19,7,168,0.0202,0.0001,
HEURISTICA,UNIFORME,HARD,NO,100,20,3.3,1,24,0.0282,0.003,
HEURISTICA,UNIFORME,HARD,NO,100,20,3.27,1,24,0.0288,0.003,
HEURISTICA,UNIFORME,HARD,NO,100,20,3.3,1,25,0.0269,0.003,
HEURISTICA,UNIFORME,HARD,NO,100,20,3.25,1,24,0.0269,0.003,
HEURISTICA,UNIFORME,HARD,NO,100,20,3.33,1,26,0.0269,0.003,
CPLEX,UNIFORME,HARD,SI,100,50,24.19,19,232,0.0353,0.14,
CPLEX,UNIFORME,HARD,SI,100,50,21.05,15,271,0.0404,0.15,
CPLEX,UNIFORME,HARD,SI,100,50,19.67,13,314,0.0252,0.15,
CPLEX,UNIFORME,HARD,SI,100,50,23.25,18,245,0.0227,0.12,
CPLEX,UNIFORME,HARD,SI,100,50,21.47,16,250,0.0302,0.15,
CPLEX,UNIFORME,HARD,NO,100,50,3.14,1,60,0.067,12.67,
CPLEX,UNIFORME,HARD,NO,100,50,3.18,1,60,0.0614,19.16,
CPLEX,UNIFORME,HARD,NO,100,50,3.21,1,61,0.0633,21.37,
CPLEX,UNIFORME,HARD,NO,100,50,3.12,1,60,0.0589,14.89,
CPLEX,UNIFORME,HARD,NO,100,50,3.22,1,61,0.0641,11.83,
HEURISTICA,UNIFORME,HARD,SI,100,50,26.66,21,252,0.0403,0.003,
HEURISTICA,UNIFORME,HARD,SI,100,50,25.44,16,425,0.0606,0.002,
HEURISTICA,UNIFORME,HARD,SI,100,50,22.19,13,420,0.0505,0.002,
HEURISTICA,UNIFORME,HARD,SI,100,50,26.33,19,331,0.0454,0.002,
HEURISTICA,UNIFORME,HARD,SI,100,50,24.86,16,396,0.0606,0.003,
HEURISTICA,UNIFORME,HARD,NO,100,50,3.27,1,62,0.0658,0.012,
HEURISTICA,UNIFORME,HARD,NO,100,50,3.25,1,62,0.0645,0.012,
HEURISTICA,UNIFORME,HARD,NO,100,50,3.3,1,64,0.0614,0.012,
HEURISTICA,UNIFORME,HARD,NO,100,50,3.22,1,64,0.06,0.012,
HEURISTICA,UNIFORME,HARD,NO,100,50,3.25,1,62,0.0645,0.012,
CPLEX,UNIFORME,HARD,SI,100,100,26.97,22,470,0.0353,0.33,
CPLEX,UNIFORME,HARD,SI,100,100,25.82,21,456,0.0327,0.35,
CPLEX,UNIFORME,HARD,SI,100,100,24.32,19,504,0.0353,0.33,
CPLEX,UNIFORME,HARD,SI,100,100,25.8,20,549,0.0404,0.4,
CPLEX,UNIFORME,HARD,SI,100,100,25.32,19,585,0.0605,0.37,
CPLEX,UNIFORME,HARD,NO,100,100,3.31,1,123,0.129,114.52,
CPLEX,UNIFORME,HARD,NO,100,100,3.29,1,124,0.129,51.3,
CPLEX,UNIFORME,HARD,NO,100,100,3.17,1,120,0.1246,25.03,
CPLEX,UNIFORME,HARD,NO,100,100,3.19,1,122,0.1246,33.39,
CPLEX,UNIFORME,HARD,NO,100,100,3.22,1,122,0.1283,43.29,
HEURISTICA,UNIFORME,HARD,SI,100,100,28.7,23,533,0.0479,0.007,
HEURISTICA,UNIFORME,HARD,SI,100,100,29.84,24,525,0.0757,0.007,
HEURISTICA,UNIFORME,HARD,SI,100,100,26.02,20,547,0.0706,0.007,
HEURISTICA,UNIFORME,HARD,SI,100,100,26.7,20,614,0.0705,0.006,
HEURISTICA,UNIFORME,HARD,SI,100,100,26.68,20,601,0.0858,0.006,
HEURISTICA,UNIFORME,HARD,NO,100,100,3.41,1,128,0.1437,0.024,
HEURISTICA,UNIFORME,HARD,NO,100,100,3.39,1,131,0.1385,0.024,
HEURISTICA,UNIFORME,HARD,NO,100,100,3.31,1,130,0.129,0.023,
HEURISTICA,UNIFORME,HARD,NO,100,100,3.25,1,128,0.1247,0.024,
HEURISTICA,UNIFORME,HARD,NO,100,100,3.36,1,136,0.1281,0.024,
CPLEX,UNIFORME,HARD,SI,100,150,27.85,23,697,0.0352,0.74,
CPLEX,UNIFORME,HARD,SI,100,150,29.27,24,759,0.0353,0.59,
CPLEX,UNIFORME,HARD,SI,100,150,27.34,22,766,0.0403,0.55,
CPLEX,UNIFORME,HARD,SI,100,150,32.1,27,734,0.0353,0.56,
CPLEX,UNIFORME,HARD,SI,100,150,26.5,21,781,0.0504,0.65,
CPLEX,UNIFORME,HARD,NO,100,150,3.24,1,183,0.1941,264.65,
CPLEX,UNIFORME,HARD,NO,100,150,3.14,1,180,0.1803,150.74,
CPLEX,UNIFORME,HARD,NO,100,150,3.11,1,185,0.1678,215.14,
CPLEX,UNIFORME,HARD,NO,100,150,3.18,1,182,0.1847,337.93,
CPLEX,UNIFORME,HARD,NO,100,150,3.27,1,184,0.1999,209.74,
HEURISTICA,UNIFORME,HARD,SI,100,150,32.22,26,854,0.0958,0.011,
HEURISTICA,UNIFORME,HARD,SI,100,150,30.52,24,903,0.0908,0.011,
HEURISTICA,UNIFORME,HARD,SI,100,150,30.12,22,1142,0.0909,0.008,
HEURISTICA,UNIFORME,HARD,SI,100,150,37.32,29,1133,0.1414,0.008,
HEURISTICA,UNIFORME,HARD,SI,100,150,30.96,22,1228,0.1414,0.008,
HEURISTICA,UNIFORME,HARD,NO,100,150,3.35,1,202,0.193,0.036,
HEURISTICA,UNIFORME,HARD,NO,100,150,3.26,1,197,0.1809,0.039,
HEURISTICA,UNIFORME,HARD,NO,100,150,3.18,1,190,0.1747,0.038,
HEURISTICA,UNIFORME,HARD,NO,100,150,3.3,1,200,0.1848,0.037,
HEURISTICA,UNIFORME,HARD,NO,100,150,3.38,1,198,0.2036,0.038,
CPLEX,UNIFORME,HARD,SI,100,200,34.57,30,875,0.0504,0.76,
CPLEX,UNIFORME,HARD,SI,100,200,30.27,25,1023,0.0404,0.83,
CPLEX,UNIFORME,HARD,SI,100,200,32.77,28,910,0.0554,0.77,
CPLEX,UNIFORME,HARD,SI,100,200,33.25,28,1003,0.0604,0.67,
CPLEX,UNIFORME,HARD,SI,100,200,32.22,27,978,0.0857,0.86,
CPLEX,UNIFORME,HARD,NO,100,200,3.19,1,242,0.2524,799.98,
CPLEX,UNIFORME,HARD,NO,100,200,3.22,1,244,0.2565,776.73,
CPLEX,UNIFORME,HARD,NO,100,200,3.27,1,245,0.2687,1702.04,
CPLEX,UNIFORME,HARD,NO,100,200,3.26,1,243,0.2674,737.86,
CPLEX,UNIFORME,HARD,NO,100,200,3.24,1,245,0.2612,538.71,
HEURISTICA,UNIFORME,HARD,SI,100,200,38.31,30,1536,0.1616,0.009,
HEURISTICA,UNIFORME,HARD,SI,100,200,35.15,26,1648,0.2323,0.008,
HEURISTICA,UNIFORME,HARD,SI,100,200,34.05,28,1120,0.1161,0.016,
HEURISTICA,UNIFORME,HARD,SI,100,200,36.73,28,1628,0.1515,0.011,
HEURISTICA,UNIFORME,HARD,SI,100,200,36.06,27,1646,0.2121,0.009,
HEURISTICA,UNIFORME,HARD,NO,100,200,3.29,1,253,0.2631,0.052,
HEURISTICA,UNIFORME,HARD,NO,100,200,3.37,1,267,0.2644,0.049,
HEURISTICA,UNIFORME,HARD,NO,100,200,3.41,1,254,0.2926,0.052,
HEURISTICA,UNIFORME,HARD,NO,100,200,3.36,1,254,0.28,0.05,
HEURISTICA,UNIFORME,HARD,NO,100,200,3.36,1,264,0.2663,0.052,
CPLEX,UNIFORME,HARD,SI,100,500,51.91,48,1877,0.1008,4.07,
CPLEX,UNIFORME,HARD,SI,100,500,53.7,50,1801,0.0606,3.23,
CPLEX,UNIFORME,HARD,SI,100,500,46.35,42,2115,0.0756,3.65,
CPLEX,UNIFORME,HARD,SI,100,500,49.03,45,1891,0.1614,4.28,
CPLEX,UNIFORME,HARD,SI,100,500,49.76,46,1821,0.0732,4.69,
HEURISTICA,UNIFORME,HARD,SI,100,500,53.69,48,2685,0.2067,0.071,
HEURISTICA,UNIFORME,HARD,SI,100,500,56.88,49,3688,0.3232,0.046,
HEURISTICA,UNIFORME,HARD,SI,100,500,52.87,45,3645,0.3737,0.033,
HEURISTICA,UNIFORME,HARD,SI,100,500,49.89,44,2726,0.2825,0.073,
HEURISTICA,UNIFORME,HARD,SI,100,500,53.74,48,2664,0.2622,0.063,
HEURISTICA,UNIFORME,HARD,NO,100,500,3.32,1,663,0.6409,0.192,
HEURISTICA,UNIFORME,HARD,NO,100,500,3.33,1,667,0.6368,0.191,
HEURISTICA,UNIFORME,HARD,NO,100,500,3.3,1,660,0.629,0.192,
HEURISTICA,UNIFORME,HARD,NO,100,500,3.28,1,652,0.6271,0.192,
HEURISTICA,UNIFORME,HARD,NO,100,500,3.37,1,663,0.6692,0.191,
CPLEX,CLOUD,HARD,,500,1000,1.4,12,1037,0.1572,5400,TO
CPLEX,CLOUD,HARD,,500,1000,1.41,14,1024,0.1378,5400,TO
CPLEX,CLOUD,HARD,,500,1000,1.43,13,1057,0.1485,5400,TO
CPLEX,CLOUD,HARD,,500,1000,1.4,10,1044,0.2005,5444,TO
CPLEX,CLOUD,HARD,,500,1000,1.43,14,1046,0.1391,5414,TO
HEURISTICA,CLOUD,HARD,,500,1000,1.72,7,1220,0.4667,0.423,
HEURISTICA,CLOUD,HARD,,500,1000,1.68,7,1174,0.4736,0.418,
HEURISTICA,CLOUD,HARD,,500,1000,1.68,8,1215,0.396,0.428,
HEURISTICA,CLOUD,HARD,,500,1000,1.79,8,1192,0.5638,0.437,
HEURISTICA,CLOUD,HARD,,500,1000,1.77,11,1190,0.461,0.449,
HEURISTICA,CLOUD,HARD,,500,2000,0.78,9,2475,0.6453,1.7,
HEURISTICA,CLOUD,HARD,,500,2000,0.8,8,2510,0.8638,1.75,
HEURISTICA,CLOUD,HARD,,500,2000,0.81,9,2369,0.9994,1.69,
HEURISTICA,CLOUD,HARD,,500,2000,0.74,7,2222,0.5939,1.52,
HEURISTICA,CLOUD,HARD,,500,2000,0.74,7,2198,0.9997,1.6,
HEURISTICA,CLOUD,HARD,,500,3000,0.97,8,3294,1,3.85,
HEURISTICA,CLOUD,HARD,,500,3000,1.06,12,3357,0.9247,3.86,
HEURISTICA,CLOUD,HARD,,500,3000,1.12,13,3529,1,2.81,
HEURISTICA,CLOUD,HARD,,500,3000,1.02,8,3547,1,3.82,
HEURISTICA,CLOUD,HARD,,500,3000,1.06,13,3214,0.9996,3.39,
HEURISTICA,CLOUD,HARD,,500,4000,1.29,12,4482,0.9999,7.54,
HEURISTICA,CLOUD,HARD,,500,4000,1.28,13,4307,0.9999,7.44,
HEURISTICA,CLOUD,HARD,,500,4000,1.31,14,4350,1,7.23,
HEURISTICA,CLOUD,HARD,,500,4000,1.53,5,6366,1,5.96,
HEURISTICA,CLOUD,HARD,,500,4000,1.29,14,4266,1,6.53,
HEURISTICA,CLOUD,HARD,,500,5000,1.55,17,5259,0.9999,13.34,
HEURISTICA,CLOUD,HARD,,500,5000,1.48,13,5316,0.9999,12.84,
HEURISTICA,CLOUD,HARD,,500,5000,1.74,10,6919,1,11.46,
HEURISTICA,CLOUD,HARD,,500,5000,1.52,16,5212,0.9998,12.58,
HEURISTICA,CLOUD,HARD,,500,5000,1.58,17,5437,0.9999,12.78,
HEURISTICA,CLOUD,HARD,,500,6000,1.85,17,6775,0.9998,21.57,
HEURISTICA,CLOUD,HARD,,500,6000,1.69,14,6281,1,22.81,
HEURISTICA,CLOUD,HARD,,500,6000,1.82,12,7139,1,17.07,
HEURISTICA,CLOUD,HARD,,500,6000,1.84,15,6909,1,20.67,
HEURISTICA,CLOUD,HARD,,500,6000,1.74,13,6628,0.9996,20.52,
HEURISTICA,CLOUD,HARD,,500,7000,2.04,20,7425,0.9999,31.84,
HEURISTICA,CLOUD,HARD,,500,7000,2.04,18,7598,1,29.9,
HEURISTICA,CLOUD,HARD,,500,7000,2,17,7530,1,34.77,
HEURISTICA,CLOUD,HARD,,500,7000,2.05,19,7575,1,28.35,
HEURISTICA,CLOUD,HARD,,500,7000,2.11,19,7864,0.9997,27.89,
HEURISTICA,CLOUD,HARD,,500,8000,2.27,18,8753,1,46.28,
HEURISTICA,CLOUD,HARD,,500,8000,2.27,20,8581,1,43.05,
HEURISTICA,CLOUD,HARD,,500,8000,2.32,14,9433,1,49.07,
HEURISTICA,CLOUD,HARD,,500,8000,2.3,20,8710,1,44.06,
HEURISTICA,CLOUD,HARD,,500,8000,2.25,19,8556,1,44.63,
HEURISTICA,CLOUD,HARD,,500,9000,2.52,19,9928,1,66.72,
HEURISTICA,CLOUD,HARD,,500,9000,2.68,20,10618,1,62.76,
HEURISTICA,CLOUD,HARD,,500,9000,2.92,11,12728,1,50.03,
HEURISTICA,CLOUD,HARD,,500,9000,2.5,20,9708,1,66.38,
HEURISTICA,CLOUD,HARD,,500,9000,2.9,15,12222,1,44.3,
HEURISTICA,CLOUD,HARD,,500,10000,2.78,24,10725,1,80.74,
HEURISTICA,CLOUD,HARD,,500,10000,2.87,21,11475,1,89.34,
HEURISTICA,CLOUD,HARD,,500,10000,3.22,13,14042,1,70.55,
HEURISTICA,CLOUD,HARD,,500,10000,2.95,18,12158,1,85.26,
HEURISTICA,CLOUD,HARD,,500,10000,2.77,24,10665,1,89,
HEURISTICA,CLOUD,HARD,,500,11000,3.64,15,15900,1,83.81,
HEURISTICA,CLOUD,HARD,,500,11000,3.28,16,14043,1,80.08,
HEURISTICA,CLOUD,HARD,,500,11000,3.2,27,12538,1,106.28,
HEURISTICA,CLOUD,HARD,,500,11000,3.05,26,11888,1,100.73,
HEURISTICA,CLOUD,HARD,,500,11000,2.9,21,11644,1,116.38,
HEURISTICA,CLOUD,HARD,,500,12500,1.95,27,13307,1,151.09,
HEURISTICA,CLOUD,HARD,,500,12500,1.98,27,14239,1,159.71,
HEURISTICA,CLOUD,HARD,,500,12500,1.93,22,14082,1,169.34,
HEURISTICA,CLOUD,HARD,,500,12500,2.13,17,17167,1,126.04,
HEURISTICA,CLOUD,HARD,,500,12500,1.98,26,13849,1,135.08,
HEURISTICA,CLOUD,HARD,,500,14000,2.29,20,18111,1,166.34,
HEURISTICA,CLOUD,HARD,,500,14000,1.19,28,15530,1,195.05,
HEURISTICA,CLOUD,HARD,,500,14000,2.12,26,15275,1,215.93,
HEURISTICA,CLOUD,HARD,,500,14000,2.54,20,20642,1,169.41,
HEURISTICA,CLOUD,HARD,,500,14000,2.47,18,20346,1,188.95,
HEURISTICA,CLOUD,HARD,,500,15500,2.71,19,22549,1,233.7,
HEURISTICA,CLOUD,HARD,,500,15500,2.38,28,17383,1,291.62,
HEURISTICA,CLOUD,HARD,,500,15500,2.53,31,18277,1,256.36,
HEURISTICA,CLOUD,HARD,,500,15500,2.67,20,21948,1,227.6,
HEURISTICA,CLOUD,HARD,,500,15500,2.7,21,22039,1,234.75,
HEURISTICA,CLOUD,HARD,,500,17000,2.69,32,29769,1,325.94,
HEURISTICA,CLOUD,HARD,,500,17000,2.58,31,18794,1,390.52,
HEURISTICA,CLOUD,HARD,,500,17000,2.61,32,18945,1,351.13,
HEURISTICA,CLOUD,HARD,,500,17000,2.99,21,24965,1,350.86,
HEURISTICA,CLOUD,HARD,,500,17000,2.6,28,19654,1,420.31,
HEURISTICA,CLOUD,HARD,,500,18500,2.86,33,21179,1,450.17,
HEURISTICA,CLOUD,HARD,,500,18500,2.9,36,21078,1,462.54,
HEURISTICA,CLOUD,HARD,,500,18500,3.3,24,27453,1,366.15,
HEURISTICA,CLOUD,HARD,,500,18500,2.87,29,22164,1,507.93,
HEURISTICA,CLOUD,HARD,,500,18500,2.82,33,20817,1,490.67,
HEURISTICA,CLOUD,HARD,,500,20000,3.02,37,22025,1,577.4,
HEURISTICA,CLOUD,HARD,,500,20000,3.03,36,22297,1,542.72,
HEURISTICA,CLOUD,HARD,,500,20000,3.28,28,26428,1,476.88,
HEURISTICA,CLOUD,HARD,,500,20000,3.47,25,28963,1,477.99,
HEURISTICA,CLOUD,HARD,,500,20000,3.68,25,31051,1,435.01,
CPLEX,UNIFORME,HARD,,500,1000,1.69,20,1215,0.0984,57.44,
CPLEX,UNIFORME,HARD,,500,1000,1.69,22,1176,0.1009,72.58,
CPLEX,UNIFORME,HARD,,500,1000,1.69,17,1266,0.1068,129.6,
CPLEX,UNIFORME,HARD,,500,1000,1.72,18,1284,0.1046,55.44,
CPLEX,UNIFORME,HARD,,500,1000,1.7,18,1270,0.0879,83.32,
HEURISTICA,UNIFORME,HARD,,500,1000,1.95,18,1364,0.2864,0.515,
HEURISTICA,UNIFORME,HARD,,500,1000,2.05,15,1454,0.3806,0.471,
HEURISTICA,UNIFORME,HARD,,500,1000,2.07,14,1483,0.3957,0.496,
HEURISTICA,UNIFORME,HARD,,500,1000,3.36,18,2227,0.998,0.361,
HEURISTICA,UNIFORME,HARD,,500,1000,2.08,20,1390,0.3781,0.452,
CPLEX,UNIFORME,HARD,,500,2000,0.92,15,2709,0.1911,5195.71,
